mapping_key,flow_key,lang-es,flow_es,en,ht,ru,zh-hans,ko,vi,zh-hant
filingStatus.p.houseUpkeepTT2,/filing-status/modal-keeping-up-home/h3-e8b30a,Los costos incluyen:,Los costos incluyen:,Costs include:,Depans yo enkli:,Расходы включают:,具体费用包括：,비용에는 다음이 포함됩니다.,Chi phí bao gồm,具體費用包括：
filingStatus.p.houseUpkeepTT3,/filing-status/modal-keeping-up-home/h3-3e0b53,Los costos no incluyen:,Los costos no incluyen:,Costs don't include:,Depans yo pa enkli:,Расходы не включают:,费用不包括：,비용에 포함되지 않는 항목:,Chi phí không bao gồm:,費用不包括：
children.li.live51PctTT3,/qualifying-children/modal-residency/ul-0/li-dae417,Detención en una institución penitenciaria para jóvenes,Detención en una institución penitenciaria para jóvenes,Detention in a juvenile facility,Detansyon nan yon enstitisyon pou minè,Содержание в исправительном учреждении для несовершеннолетних,少管所扣押,소년 교도시설에 구류,Giam giữ tại cơ sở dành cho vị thành niên,少年拘留所
agi.li.unearnedOtherTT7,/agi/modal-other-taxable-income/ul-0/li-ad5cc5,Distribuciones tributables de una cuenta Coverdell de ahorros para la educación (ESA) y ganancias calificadas de un programa de ayuda para la educación,Distribuciones tributables de una cuenta Coverdell de ahorros para la educación (ESA) y ganancias calificadas de un programa de ayuda para la educación,Taxable distributions from a Coverdell education savings account (ESA) and qualified tuition program earnings.,Dispozisyon enpozab apati yon kont epay edikasyon Coverdell (ESA) ak gen program edikasyon elijib,Налогооблагаемые распределения с образовательного сберегательного счета Коверделла (ESA) и заработок по программе отвечающего критериям обучения,Coverdell 教育储蓄账户 (ESA) 和符合条件的学费计划所得的应税分发,Coverdell 교육 저축 계정으로부터 과세 대상 및 적격 교육비 프로그램 수익,Khoản phân phối chịu thuế từ tài khoản tiết kiệm giáo dục Coverdell (ESA) và lợi tức từ chương trình học phí đủ điều kiện,Coverdell 教育儲蓄帳戶（ESA）以及合格的學費課程收入的應稅分配
agi.li.unearnedOtherTT1,/agi/modal-other-taxable-income/ul-0/li-83fa6a,"Distribuciones de la Cuenta Individual de Jubilación (IRA, por las siglas en inglés) (excepto las cuentas IRA Roth)","Distribuciones de la Cuenta Individual de Jubilación (IRA, por las siglas en inglés) (excepto las cuentas IRA Roth) Fideicomiso y distribuciones de un plan 401(k)",Individual Retirement Account (IRA) distributions (except qualified distributions from Roth IRAs) Trust and 401k distributions,Distribisyon kont retrè endividyèl (IRA) (eksepte Roth IRAs),Распределение средств с индивидуального пенсионного счета (IRA) (кроме IRA Рота),个人退休账户 (IRA) 分发（Roth 个人退休账户除外）,개인 연금 계정(IRA) 기여(Roth IRA예외),Khoản phân phối Sắp Xếp Hưu Trí Cá Nhân (IRA) (ngoại trừ Roth IRA),個人退休帳戶 (IRA) 分配（羅斯個人退休帳戶除外）
agi.li.investmentIncomeOver2,/agi/fg-alert-8b7db9/ul-0/li-0a9a83,Dividendos,Dividendos,Dividends,dividann,Дивиденды,红利,배당금,Cổ tức,股息
agi.li.investmentIncomeOver2,/agi/modal-investment-income/ul-0/li-0a9a83,Dividendos,Dividendos,Dividends,dividann,Дивиденды,红利,배당금,Cổ tức,股息
filingStatus.legend.maritalStatus2,/filing-status//maritalStatus/options/divorced/name,Divorciado/a o legalmente separado/a,Divorciado/a o legalmente separado/a,Divorced or Legally separated,Divòse oubyen separe legalman,В разводе или юридически разделены,离婚或合法分居,이혼 혹은 법적 별거,Ly Hôn hoặc Ly Thân Về Mặt Pháp Lý,離婚或合法分居
agi.p.wagesFederalWithheldTT2,/agi/modal-wages-salaries-tips/p-1f7f24,Don't Include las aportaciones antes de los impuestos de su Formulario W-2 en la sección de aportaciones antes de los impuestos.,<strong>No incluya</strong> las aportaciones antes de los impuestos de su Formulario W-2 en la sección de aportaciones antes de los impuestos.,Don't include your Form W-2 pre-tax contributions in the pre-tax contributions section.,Don't Include Fòmilè W-2 kontribisyon anvan taks ou nan seksyon kontribisyon anvan taks yo.,Don't Include свои взносы до уплаты налогов по форме W-2 в разделе Взносы до уплаты налогов.,税前供款部分 Don't Include 在表格 W-2 的税前供款中。,세전 기여 섹션에 귀하의 양식 W-2 세전 기여를 Don't Include,Don't Include các khoản đóng góp trước thuế trong Mẫu W-2 của quý vị trong mục đóng góp trước thuế.,Don't Include 在稅前投入金額部分填入您的《表格 W-2》稅前投入金額。
filingStatus.li.liveWithSpouseTT2,/filing-status/modal-spouse-lived-together/ul-0/li-de7a22,"Educación,","Educación,",Education,"Edikasyon,","Образование,",教育、,교육,"Giáo dục,",教育、
children.h2.fileJointConfirmTT,/qualifying-children/modal-joint-return-with-another-person-exception/heading,Excepción de la declaración conjunta con otra persona,Excepción de la declaración conjunta con otra persona,Joint Return with Another Person Exception,Eksepsyon deklarasyon kolektif ak yon lòt moun,Совместная налоговая декларация с другим лицом Исключение,与他人联合申报的例外,다른 사람과 함께 공동 신고 예외,Trường Hợp Ngoại Lệ Khai Thuế Chung với Một Người Khác,與他人共同報稅表的例外情形
children.li.studentTT2,/qualifying-children/modal-student/ul-0/li-f8aab3,Escuela media o secundaria,Escuela media o secundaria,Junior or senior high school,Elemantè oubyen lekòl segondè,Младшая или старшая средняя школа,初中或高中,중학교 혹은 고등학교,Trường trung học đệ nhất cấp hoặc trung học đệ nhị cấp,國中或高中
children.p.studentTT2,/qualifying-children/modal-student/p-69b838,"Los estudiantes que tienen empleos de ""co-op"" en empresas privadas como parte de un curso regular de formación presencial y práctica se consideran estudiantes a tiempo completo.","Los estudiantes que tienen empleos de ""co-op"" en empresas privadas como parte de un curso regular de formación presencial y práctica se consideran estudiantes a tiempo completo.",Students who work on &quot;co-op&quot; jobs in private industry as a part of a school's regular course of classroom and practical training are considered full-time students.,"Elèv ki travay nan travay ""kooperativ"" nan endistri prive kòm yon pati nan kou regilye yon lekòl nan fòmasyon teyorik ak pratik yo konsidere kòm elèv aplentan.","Студенты, которые работают на «кооперативных» работах в частной отрасли в рамках регулярного курса аудиторных и практических занятий в школе, считаются студентами дневного отделения.",作为学校正规课程和实践培训一部分、在私营企业进行带薪实习的学生被视为全日制学生。,"민간 산업에서 학교의 정규 과정의 수업과 실습 훈련의 일부로 ""산업 연계 교육(co-up)"" 작업에 투입된 학생은 전일제 학생으로 간주됩니다.","Học sinh/sinh viên làm việc theo các giai đoạn xen kẽ với các kỳ học (công việc ""co-op"") trong ngành kinh doanh tư nhân như là một phần của khóa học chính quy của trường và đào tạo thực hành được coi là sinh viên toàn thời gian.",作為學校常規課堂和實踐培訓課程的一部分，在民營企業從事「建教合作」工作的學生被視為全日制學生。
agi.li.unearnedOtherTT19,/agi/modal-other-taxable-income/ul-1/li-080a95,Compensación del trabajador,Compensación del trabajador,Workman's compensation,Endemnizasyon ouvriye,Компенсация работникам,工伤补偿金,근로자의 수당,Thù lao cho người lao động,工傷賠償
agi.a.sepSimpleFINWTT,/agi/modal-self-employed-retirement/p-3248f2,Trabajadores por cuenta propia - Cómo calcular sus aportaciones y deducciones de su propio plan de jubilación (en inglés),"Para obtener más información, consulte <a target=""_blank"" href=""https://www.irs.gov/retirement-plans/self-employed-individuals-calculating-your-own-retirement-plan-contribution-and-deduction"" class=""usa-link"">Trabajadores por cuenta propia - Cómo calcular sus aportaciones y deducciones de su propio plan de jubilación (en inglés)<span class=""usa-sr-only""> (opens in a new tab)</span></a>.","<a target=""_blank"" href=""https://www.irs.gov/retirement-plans/self-employed-individuals-calculating-your-own-retirement-plan-contribution-and-deduction"" class=""usa-link"">Learn more about self-employed retirement contributions.<span class=""usa-sr-only""> (opens in a new tab)</span></a>",Endividi Travayè Endepandan – Kalkile Pwòp Kontribisyon Ak Prelèvman Plan Retrèt Ou,Самозанятые лица - расчет взноса и вычета по пенсионному плану,自雇个人 - 计算个人退休计划供款和扣减额（英文）,자영업 개인-자신의 은퇴 플랜 기여와 소득 공제,Các Cá Nhân Tự Kinh Doanh – Tính Toán Khoản Đóng Góp và Khấu Trừ Cho Chương Trình Hưu Trí của Bản Thân Quý Vị,自僱人士 —— 計算您自己的退休計劃投入金額和扣除額（英文）
generalInfo.h2.title,//title,Información general,Información general,About you,Enfòmasyon Jeneral,Общая информация,一般信息,일반 정보,Thông Tin Chung,一般資訊
generalInfo.h2.title,//h2-5e286b,Información general,Información general,About You,Enfòmasyon Jeneral,Общая информация,一般信息,일반 정보,Thông Tin Chung,一般資訊
agi.p.wagesFederalWithheldTT2-2,/agi/modal-wages-salaries-tips/p-cb2522,Incluya todos los montos declarados en la Box 1 de su Formulario W-2 para usted y su cónyuge si presentan una declaración de impuestos conjunta con su cónyuge.,Incluya todos los montos declarados en <strong>la casilla 1</strong> de su Formulario W-2 para usted y su cónyuge si presentan una declaración de impuestos conjunta con su cónyuge.,Include all amounts reported in box 1 of Form W-2 for both you and your spouse if you're filing a joint tax return with your spouse.,Enkli tout montan deklare nan Box 1 Fòmilè W-2 pou ou menm ak konjwen w si w ap ranpli yon deklarasyon taks ansanm konjwent.,"Включите все суммы, указанные в Box 1 формы W-2 для вас и вашего супруга, если вы подаете совместную налоговую декларацию с супругом.",如果您是和您的配偶联合申报，请包括在表格 W-2 的 Box 1 中为您本人和您的配偶申报的所有款额。,"배우자와 공동 신고를 하고 있다면, 양식 W-2의 Box 1에 보고된 모든 액수를 포함하세요.",Bao gồm mọi số tiền được khai báo trong Box 1 của Mẫu W-2 cho cả quý vị và người phối ngẫu của quý vị nếu quý vị đang khai thuế chung với người phối ngẫu của mình.,如果您與您的配偶共同申報聯合報稅表，將《表格 W-2》的 Box 1 中所有申報的收入納入。
